system:index,oid,B1,B2,B3,B4,B5,B6,B7,sr_atmos_opacity
LT05_190023_20000614_14,153170130,427.0,666.0,508.0,676.0,477.0,2897.0,241.0,56.0
LT05_190023_20000614_15,153190070,522.0,693.0,528.0,1036.0,413.0,2883.0,236.0,174.0
LT05_190023_20000614_16,153190080,564.0,747.0,702.0,2115.0,1090.0,2942.0,678.0,140.0
LT05_190023_20000801_3,152170140,521.0,684.0,543.0,2621.0,1352.0,2906.0,642.0,188.0
LT05_190023_20000817_15,153190070,421.0,685.0,468.0,810.0,333.0,2906.0,105.0,114.0
LT05_190023_20000817_16,153190080,560.0,735.0,617.0,1428.0,600.0,2924.0,358.0,118.0
LT05_190023_20000918_4,152180080,453.0,641.0,574.0,909.0,428.0,2841.0,418.0,58.0
LT05_190023_20000918_11,153170020,262.0,365.0,262.0,2115.0,961.0,2850.0,577.0,89.0
LT05_190023_20000918_12,153170080,380.0,615.0,460.0,2230.0,863.0,2850.0,481.0,69.0
LT05_190023_20000918_13,153170090,241.0,276.0,237.0,266.0,229.0,2850.0,129.0,56.0
LT05_190023_20000918_14,153170130,213.0,389.0,280.0,941.0,477.0,2846.0,130.0,67.0
LT05_190023_20000918_15,153190070,217.0,225.0,198.0,269.0,90.0,2846.0,31.0,29.0
LT05_190023_20000918_16,153190080,284.0,454.0,380.0,1678.0,881.0,2846.0,425.0,22.0
LT05_190023_20010820_3,152170140,927.0,939.0,730.0,961.0,316.0,2920.0,137.0,384.0
LT05_190023_20010820_11,153170020,636.0,713.0,633.0,1228.0,670.0,2929.0,318.0,360.0
LT05_190023_20010820_14,153170130,932.0,908.0,698.0,2471.0,1344.0,2920.0,546.0,435.0
LT05_190023_20010820_15,153190070,578.0,674.0,452.0,538.0,151.0,2938.0,60.0,179.0
LT05_190023_20010820_16,153190080,442.0,582.0,531.0,1828.0,1127.0,2955.0,536.0,289.0
LT05_190023_20030623_3,152170140,433.0,649.0,586.0,2332.0,1276.0,2924.0,703.0,98.0
LT05_190023_20030623_4,152180080,514.0,680.0,611.0,1063.0,794.0,2911.0,668.0,126.0
LT05_190023_20030623_11,153170020,310.0,515.0,379.0,2458.0,1011.0,2888.0,493.0,168.0
LT05_190023_20030623_12,153170080,582.0,883.0,805.0,2206.0,1356.0,2874.0,903.0,205.0
LT05_190023_20030623_13,153170090,399.0,644.0,449.0,960.0,622.0,2865.0,420.0,159.0
LT05_190023_20030623_15,153190070,245.0,362.0,231.0,664.0,242.0,2897.0,57.0,26.0
LT05_190023_20030623_16,153190080,560.0,765.0,711.0,2013.0,1104.0,2883.0,671.0,128.0
LT05_190023_20030927_12,153170080,649.0,893.0,715.0,1691.0,1236.0,2869.0,647.0,183.0
LT05_190023_20030927_16,153190080,575.0,668.0,643.0,1898.0,1138.0,2855.0,526.0,189.0
LT05_190023_20031013_3,152170140,468.0,608.0,485.0,2557.0,1147.0,2826.0,472.0,46.0
LT05_190023_20040524_3,152170140,361.0,674.0,537.0,2352.0,1303.0,2879.0,619.0,76.0
LT05_190023_20040524_4,152180080,437.0,541.0,527.0,971.0,706.0,2879.0,551.0,114.0
LT05_190023_20040524_11,153170020,438.0,586.0,456.0,2631.0,1107.0,2855.0,527.0,355.0
LT05_190023_20040524_13,153170090,247.0,454.0,320.0,584.0,377.0,2831.0,341.0,256.0
LT05_190023_20040524_14,153170130,637.0,917.0,725.0,1175.0,641.0,2816.0,488.0,176.0
LT05_190023_20040625_3,152170140,498.0,735.0,655.0,2507.0,1441.0,2883.0,768.0,189.0
LT05_190023_20040625_11,153170020,481.0,632.0,433.0,3072.0,1261.0,2883.0,488.0,288.0
LT05_190023_20040625_12,153170080,556.0,853.0,711.0,2618.0,1369.0,2920.0,859.0,287.0
LT05_190023_20040711_12,153170080,648.0,927.0,732.0,1890.0,1350.0,2893.0,767.0,291.0
LT05_190023_20040727_3,152170140,669.0,894.0,815.0,2678.0,1376.0,2869.0,706.0,143.0
LT05_190023_20040727_4,152180080,693.0,885.0,842.0,1248.0,813.0,2860.0,631.0,181.0
LT05_190023_20040727_13,153170090,354.0,413.0,322.0,474.0,314.0,2893.0,245.0,383.0
LT05_190023_20040727_16,153190080,820.0,929.0,739.0,2317.0,1064.0,2883.0,519.0,209.0
LT05_190023_20040812_3,152170140,489.0,572.0,525.0,2157.0,1255.0,2973.0,705.0,92.0
LT05_190023_20040812_4,152180080,574.0,879.0,702.0,866.0,719.0,2960.0,545.0,90.0
LT05_190023_20040812_11,153170020,390.0,506.0,399.0,1871.0,1108.0,2942.0,472.0,180.0
LT05_190023_20040812_12,153170080,599.0,773.0,646.0,1581.0,1087.0,2924.0,686.0,235.0
LT05_190023_20040812_15,153190070,515.0,621.0,529.0,1037.0,665.0,2865.0,425.0,90.0
LT05_190023_20040812_16,153190080,329.0,464.0,369.0,1376.0,866.0,2955.0,428.0,53.0
LT05_190023_20041015_4,152180080,966.0,1059.0,1010.0,1506.0,1354.0,2802.0,1097.0,114.0
LT05_190023_20041015_15,153190070,413.0,383.0,362.0,647.0,306.0,2797.0,109.0,18.0
LT05_190023_20050425_3,152170140,618.0,922.0,972.0,1783.0,1474.0,2865.0,1103.0,170.0
LT05_190023_20050425_4,152180080,501.0,614.0,585.0,774.0,576.0,2850.0,444.0,140.0
LT05_190023_20050425_11,153170020,349.0,403.0,382.0,542.0,391.0,2869.0,253.0,133.0
LT05_190023_20050425_12,153170080,485.0,738.0,683.0,1892.0,1112.0,2846.0,609.0,110.0
LT05_190023_20050425_13,153170090,381.0,410.0,423.0,341.0,144.0,2836.0,175.0,123.0
LT05_190023_20050425_14,153170130,278.0,340.0,222.0,392.0,313.0,2816.0,178.0,88.0
LT05_190023_20050425_15,153190070,327.0,346.0,336.0,315.0,204.0,2807.0,99.0,44.0
LT05_190023_20050425_16,153190080,515.0,621.0,693.0,1265.0,1389.0,2869.0,1058.0,17.0
LT05_190023_20050527_3,152170140,503.0,782.0,666.0,2951.0,1743.0,2947.0,997.0,140.0
LT05_190023_20050527_4,152180080,490.0,736.0,628.0,950.0,591.0,2947.0,454.0,163.0
LT05_190023_20050527_12,153170080,575.0,868.0,764.0,2373.0,1308.0,2920.0,833.0,210.0
LT05_190023_20050527_14,153170130,337.0,553.0,479.0,695.0,522.0,2911.0,386.0,163.0
LT05_190023_20050527_15,153190070,300.0,393.0,353.0,880.0,517.0,2906.0,163.0,122.0
LT05_190023_20050527_16,153190080,505.0,706.0,636.0,1724.0,1138.0,2929.0,675.0,154.0
LT05_190023_20050714_3,152170140,545.0,776.0,882.0,2430.0,2082.0,3011.0,1328.0,84.0
LT05_190023_20050714_4,152180080,563.0,708.0,638.0,930.0,651.0,2977.0,564.0,41.0
LT05_190023_20050714_11,153170020,342.0,465.0,373.0,2339.0,1024.0,2955.0,463.0,192.0
LT05_190023_20050714_12,153170080,528.0,784.0,661.0,1869.0,1313.0,2986.0,798.0,133.0
LT05_190023_20050714_13,153170090,368.0,595.0,443.0,496.0,102.0,2947.0,51.0,190.0
LT05_190023_20050714_14,153170130,532.0,796.0,545.0,943.0,347.0,2947.0,204.0,85.0
LT05_190023_20050714_16,153190080,418.0,596.0,546.0,1872.0,884.0,2968.0,530.0,47.0
LT05_190023_20050730_3,152170140,573.0,830.0,834.0,2431.0,2127.0,2960.0,1297.0,47.0
LT05_190023_20050730_4,152180080,599.0,904.0,795.0,1037.0,692.0,2960.0,682.0,79.0
LT05_190023_20050730_15,153190070,399.0,560.0,453.0,845.0,370.0,2951.0,334.0,11.0
LT05_190023_20050730_16,153190080,451.0,636.0,580.0,1687.0,997.0,2977.0,568.0,37.0
LT05_190023_20050831_3,152170140,258.0,193.0,145.0,179.0,77.0,2915.0,25.0,44.0
LT05_190023_20050831_4,152180080,589.0,761.0,712.0,1578.0,1389.0,2986.0,1003.0,26.0
LT05_190023_20050831_11,153170020,256.0,314.0,200.0,893.0,440.0,2929.0,241.0,107.0
LT05_190023_20050831_12,153170080,423.0,672.0,563.0,2396.0,1491.0,2938.0,813.0,94.0
LT05_190023_20050831_13,153170090,288.0,433.0,412.0,447.0,290.0,2929.0,198.0,69.0
LT05_190023_20050831_15,153190070,149.0,214.0,161.0,233.0,201.0,2920.0,28.0,13.0
LT05_190023_20050831_16,153190080,352.0,492.0,458.0,1860.0,1042.0,2933.0,584.0,27.0
LT05_190023_20051018_12,153170080,295.0,308.0,371.0,560.0,210.0,2831.0,104.0,133.0
LT05_190023_20051018_13,153170090,325.0,415.0,390.0,566.0,450.0,2836.0,312.0,94.0
LT05_190023_20060530_12,153170080,894.0,1166.0,981.0,2231.0,1678.0,2869.0,969.0,359.0
LT05_190023_20060530_13,153170090,437.0,569.0,445.0,575.0,553.0,2865.0,374.0,274.0
LT05_190023_20060701_3,152170140,605.0,887.0,1001.0,2655.0,2299.0,2990.0,1363.0,129.0
LT05_190023_20060701_4,152180080,699.0,934.0,850.0,1415.0,932.0,2879.0,696.0,269.0
LT05_190023_20060701_11,153170020,400.0,541.0,369.0,2691.0,1198.0,2929.0,557.0,243.0
LT05_190023_20060717_3,152170140,539.0,899.0,1040.0,2622.0,2415.0,2990.0,1601.0,45.0
LT05_190023_20060717_4,152180080,571.0,701.0,726.0,811.0,595.0,2942.0,525.0,58.0
LT05_190023_20060717_11,153170020,246.0,374.0,336.0,2148.0,1092.0,2951.0,421.0,109.0
LT05_190023_20060717_12,153170080,518.0,828.0,798.0,1812.0,1485.0,2951.0,976.0,103.0
LT05_190023_20060717_13,153170090,270.0,294.0,369.0,471.0,264.0,2929.0,239.0,110.0
LT05_190023_20060717_15,153190070,276.0,407.0,332.0,522.0,345.0,2906.0,202.0,12.0
LT05_190023_20060717_16,153190080,292.0,444.0,425.0,1561.0,981.0,2942.0,527.0,23.0
LT05_190023_20060802_11,153170020,607.0,671.0,455.0,2122.0,1028.0,2924.0,529.0,256.0
LT05_190023_20060919_11,153170020,690.0,636.0,561.0,2074.0,972.0,2897.0,497.0,522.0
LT05_190023_20060919_12,153170080,758.0,875.0,803.0,1344.0,936.0,2883.0,610.0,385.0
LT05_190023_20060919_13,153170090,641.0,796.0,535.0,791.0,394.0,2893.0,115.0,385.0
LT05_190023_20060919_14,153170130,614.0,757.0,609.0,1050.0,554.0,2883.0,227.0,365.0
LT05_190023_20060919_15,153190070,501.0,638.0,522.0,1146.0,396.0,2888.0,118.0,289.0
LT05_190023_20061005_4,152180080,747.0,794.0,639.0,822.0,538.0,2860.0,318.0,143.0
LT05_190023_20061005_13,153170090,381.0,454.0,365.0,646.0,468.0,2850.0,387.0,192.0
LT05_190023_20070805_3,152170140,387.0,706.0,568.0,2748.0,1863.0,2933.0,936.0,70.0
LT05_190023_20070805_4,152180080,546.0,736.0,658.0,977.0,548.0,2920.0,519.0,116.0
LT05_190023_20070805_11,153170020,273.0,381.0,305.0,2155.0,992.0,2942.0,525.0,81.0
LT05_190023_20070805_12,153170080,755.0,1020.0,920.0,1442.0,1326.0,2933.0,1150.0,90.0
LT05_190023_20070805_13,153170090,426.0,471.0,478.0,633.0,366.0,2888.0,176.0,73.0
LT05_190023_20070821_3,152170140,461.0,726.0,647.0,3149.0,1855.0,2933.0,983.0,117.0
LT05_190023_20070821_4,152180080,444.0,673.0,567.0,938.0,596.0,2924.0,398.0,144.0
LT05_190023_20070821_13,153170090,419.0,597.0,503.0,755.0,787.0,2883.0,491.0,259.0
LT05_190023_20070906_3,152170140,843.0,1073.0,827.0,3203.0,1759.0,2874.0,851.0,326.0
LT05_190023_20070906_11,153170020,279.0,403.0,344.0,1427.0,852.0,2893.0,485.0,178.0
LT05_190023_20070906_12,153170080,738.0,1010.0,950.0,1582.0,1411.0,2888.0,1046.0,130.0
LT05_190023_20070906_13,153170090,276.0,366.0,315.0,499.0,266.0,2874.0,206.0,157.0
LT05_190023_20070906_16,153190080,330.0,455.0,385.0,1614.0,751.0,2879.0,482.0,174.0
LT05_190023_20080401_3,152170140,741.0,970.0,869.0,2247.0,2052.0,2846.0,943.0,288.0
LT05_190023_20080401_4,152180080,644.0,850.0,686.0,848.0,547.0,2831.0,526.0,308.0
LT05_190023_20080401_11,153170020,582.0,619.0,505.0,929.0,626.0,2841.0,393.0,246.0
LT05_190023_20080401_12,153170080,828.0,936.0,888.0,1292.0,1393.0,2831.0,1151.0,195.0
LT05_190023_20080401_14,153170130,530.0,547.0,405.0,545.0,367.0,2797.0,255.0,192.0
LT05_190023_20080401_16,153190080,798.0,993.0,889.0,1374.0,1254.0,2841.0,1005.0,288.0
LT05_190023_20090420_3,152170140,446.0,729.0,682.0,3012.0,2075.0,2888.0,1159.0,73.0
LT05_190023_20090420_4,152180080,514.0,706.0,628.0,1085.0,870.0,2836.0,773.0,147.0
LT05_190023_20090420_11,153170020,345.0,486.0,377.0,933.0,884.0,2841.0,584.0,157.0
LT05_190023_20090420_13,153170090,417.0,581.0,490.0,637.0,572.0,2802.0,503.0,162.0
LT05_190023_20090420_15,153190070,486.0,625.0,564.0,1091.0,678.0,2771.0,457.0,132.0
LT05_190023_20090420_16,153190080,605.0,814.0,751.0,1511.0,1271.0,2797.0,899.0,133.0
LT05_190023_20090623_4,152180080,773.0,1060.0,950.0,1452.0,900.0,2888.0,640.0,298.0
LT05_190023_20090623_11,153170020,334.0,484.0,320.0,2225.0,778.0,2902.0,346.0,288.0
LT05_190023_20090623_12,153170080,842.0,1103.0,1051.0,1976.0,1564.0,2906.0,1202.0,192.0
LT05_190023_20090623_13,153170090,514.0,619.0,530.0,1110.0,672.0,2831.0,385.0,275.0
LT05_190023_20090623_14,153170130,413.0,659.0,533.0,808.0,573.0,2874.0,349.0,174.0
LT05_190023_20090623_15,153190070,409.0,561.0,519.0,912.0,513.0,2888.0,418.0,183.0
LT05_190023_20090623_16,153190080,485.0,681.0,582.0,2305.0,1188.0,2902.0,640.0,199.0
LT05_190023_20090911_16,153190080,521.0,643.0,578.0,1901.0,821.0,2906.0,409.0,182.0
LT05_190023_20090927_3,152170140,465.0,686.0,657.0,2590.0,2030.0,2906.0,919.0,67.0
LT05_190023_20090927_4,152180080,519.0,645.0,484.0,876.0,461.0,2897.0,293.0,39.0
LT05_190023_20090927_11,153170020,385.0,434.0,358.0,1454.0,734.0,2883.0,407.0,134.0
LT05_190023_20090927_13,153170090,423.0,437.0,460.0,773.0,430.0,2855.0,354.0,136.0
LT05_190023_20090927_15,153190070,245.0,439.0,274.0,836.0,284.0,2879.0,87.0,9.0
LT05_190023_20090927_16,153190080,291.0,433.0,360.0,1219.0,655.0,2883.0,299.0,32.0
LT05_190023_20091029_3,152170140,432.0,757.0,650.0,2842.0,1980.0,2807.0,806.0,93.0
LT05_190023_20091029_4,152180080,503.0,651.0,503.0,663.0,455.0,2797.0,276.0,9.0
LT05_190023_20091029_11,153170020,384.0,392.0,295.0,679.0,685.0,2792.0,285.0,42.0
LT05_190023_20091029_13,153170090,734.0,748.0,786.0,1166.0,1240.0,2781.0,1001.0,70.0
LT05_190023_20100407_3,152170140,585.0,871.0,792.0,2566.0,2004.0,2846.0,1184.0,105.0
LT05_190023_20100407_11,153170020,421.0,511.0,466.0,809.0,658.0,2797.0,505.0,62.0
LT05_190023_20100407_12,153170080,764.0,850.0,733.0,1178.0,1193.0,2811.0,909.0,134.0
LT05_190023_20100423_13,153170090,639.0,731.0,479.0,425.0,215.0,2816.0,10.0,289.0
LT05_190023_20100423_14,153170130,549.0,603.0,496.0,567.0,591.0,2802.0,458.0,258.0
LT05_190023_20100610_3,152170140,452.0,735.0,519.0,3560.0,1553.0,2955.0,714.0,289.0
LT05_190023_20100610_4,152180080,596.0,808.0,677.0,1175.0,637.0,2955.0,530.0,326.0
LT05_190023_20100610_11,153170020,353.0,560.0,339.0,2638.0,804.0,2942.0,347.0,335.0
LT05_190023_20100610_15,153190070,273.0,379.0,306.0,685.0,309.0,2942.0,272.0,155.0
LT05_190023_20100610_16,153190080,683.0,890.0,878.0,2081.0,1372.0,2929.0,937.0,213.0
LT05_190023_20100712_3,152170140,533.0,923.0,1064.0,2711.0,2530.0,3015.0,1628.0,96.0
LT05_190023_20100712_4,152180080,473.0,736.0,629.0,783.0,499.0,2998.0,385.0,59.0
LT05_190023_20100712_11,153170020,284.0,602.0,420.0,2571.0,1053.0,2998.0,465.0,145.0
LT05_190023_20100712_12,153170080,835.0,1140.0,1179.0,2035.0,1792.0,3011.0,1213.0,137.0
LT05_190023_20100712_13,153170090,382.0,490.0,461.0,669.0,529.0,2977.0,315.0,122.0
LT05_190023_20100712_15,153190070,395.0,487.0,396.0,818.0,447.0,2968.0,166.0,104.0
LT05_190023_20100712_16,153190080,426.0,683.0,616.0,1668.0,1202.0,3011.0,868.0,129.0
LT05_190023_20100930_11,153170020,285.0,332.0,275.0,1309.0,519.0,2841.0,197.0,39.0
LT05_190023_20100930_12,153170080,731.0,1023.0,921.0,1831.0,1141.0,2846.0,917.0,35.0
LT05_190023_20100930_13,153170090,359.0,340.0,233.0,416.0,140.0,2850.0,89.0,32.0
LT05_190023_20100930_14,153170130,430.0,532.0,482.0,648.0,334.0,2826.0,201.0,39.0
LT05_190023_20110426_4,152180080,550.0,653.0,585.0,780.0,417.0,2897.0,294.0,226.0
LT05_190023_20110426_12,153170080,651.0,924.0,837.0,1743.0,1428.0,2906.0,1030.0,191.0
LT05_190023_20110426_13,153170090,462.0,548.0,464.0,544.0,312.0,2874.0,258.0,190.0
LT05_190023_20110426_15,153190070,314.0,447.0,387.0,517.0,260.0,2888.0,140.0,81.0
LT05_190023_20110426_16,153190080,517.0,717.0,708.0,1379.0,1261.0,2933.0,929.0,72.0
LT05_190023_20110613_3,152170140,422.0,727.0,650.0,2648.0,1844.0,2942.0,934.0,152.0
LT05_190023_20110613_4,152180080,557.0,755.0,672.0,1254.0,749.0,2911.0,654.0,193.0
LT05_190023_20110613_15,153190070,422.0,557.0,449.0,1294.0,575.0,2865.0,263.0,193.0
LT05_190023_20110629_3,152170140,436.0,631.0,574.0,2772.0,1803.0,2981.0,881.0,106.0
LT05_190023_20110629_4,152180080,484.0,665.0,665.0,948.0,665.0,2964.0,522.0,119.0
LT05_190023_20110629_11,153170020,298.0,460.0,307.0,2789.0,800.0,2955.0,345.0,163.0
LT05_190023_20110629_12,153170080,752.0,1038.0,1060.0,1650.0,1551.0,2994.0,1079.0,139.0
LT05_190023_20110629_13,153170090,313.0,470.0,379.0,458.0,234.0,2933.0,199.0,144.0
LT05_190023_20110629_14,153170130,399.0,609.0,459.0,850.0,547.0,2942.0,456.0,105.0
LT05_190023_20110629_15,153190070,315.0,457.0,373.0,659.0,365.0,2924.0,271.0,50.0
LT05_190023_20110629_16,153190080,461.0,697.0,721.0,1916.0,1248.0,2973.0,1023.0,27.0
LT05_190023_20110715_3,152170140,423.0,701.0,631.0,2823.0,2121.0,2951.0,1191.0,61.0
LT05_190023_20110715_4,152180080,507.0,654.0,595.0,1013.0,577.0,2942.0,460.0,84.0
LT05_190023_20110715_12,153170080,756.0,1150.0,1025.0,1923.0,1323.0,2933.0,991.0,114.0
LT05_190023_20110715_14,153170130,394.0,605.0,457.0,1033.0,587.0,2920.0,355.0,51.0
LT05_190023_20110816_3,152170140,568.0,725.0,606.0,3315.0,1713.0,2938.0,757.0,314.0
LT05_190023_20110816_13,153170090,601.0,571.0,483.0,543.0,435.0,2911.0,432.0,270.0
LT05_190023_20110816_16,153190080,464.0,622.0,563.0,1720.0,1213.0,2938.0,836.0,126.0
LT05_190023_20110917_3,152170140,429.0,674.0,514.0,2878.0,1651.0,2893.0,902.0,157.0
LT05_190023_20110917_4,152180080,594.0,803.0,705.0,843.0,592.0,2883.0,415.0,122.0
LT05_190023_20110917_15,153190070,319.0,417.0,312.0,662.0,190.0,2865.0,78.0,40.0
LT05_190023_20110917_16,153190080,437.0,647.0,534.0,1478.0,1296.0,2883.0,1016.0,142.0
LT05_190023_20111003_3,152170140,601.0,747.0,660.0,3027.0,1768.0,2902.0,713.0,164.0
LT05_190023_20111003_4,152180080,718.0,761.0,671.0,929.0,490.0,2897.0,371.0,147.0
LT05_190023_20111003_11,153170020,372.0,441.0,308.0,1638.0,873.0,2911.0,499.0,172.0
LT05_190023_20111003_15,153190070,814.0,826.0,667.0,1060.0,412.0,2860.0,199.0,187.0
LT05_190024_19840602_3,152170140,527.0,781.0,551.0,2521.0,911.0,2920.0,421.0,363.0
LT05_190024_19840821_0,151160030,744.0,823.0,578.0,1245.0,427.0,2924.0,265.0,770.0
LT05_190024_19840821_3,152170140,810.0,920.0,770.0,2445.0,1287.0,2920.0,758.0,298.0
LT05_190024_19850418_3,152170140,567.0,743.0,763.0,1276.0,1211.0,2869.0,1024.0,184.0
LT05_190024_19850605_3,152170140,400.0,596.0,468.0,2304.0,1112.0,2947.0,567.0,192.0
LT05_190024_19860507_0,151160030,439.0,550.0,408.0,835.0,460.0,2920.0,246.0,289.0
LT05_190024_19860507_3,152170140,497.0,712.0,623.0,1455.0,1253.0,2920.0,750.0,187.0
LT05_190024_19860523_0,151160030,519.0,545.0,414.0,670.0,249.0,2906.0,121.0,384.0
LT05_190024_19860624_0,151160030,246.0,325.0,261.0,611.0,259.0,2933.0,126.0,135.0
LT05_190024_19860624_3,152170140,311.0,493.0,376.0,2284.0,920.0,2929.0,486.0,78.0
LT05_190024_19860928_0,151160030,517.0,558.0,452.0,578.0,355.0,2821.0,190.0,266.0
LT05_190024_19860928_3,152170140,566.0,694.0,569.0,2206.0,1150.0,2811.0,589.0,144.0
LT05_190024_19861014_0,151160030,504.0,518.0,315.0,556.0,282.0,2850.0,230.0,255.0
LT05_190024_19861014_3,152170140,647.0,875.0,817.0,2325.0,1287.0,2846.0,845.0,192.0
LT05_190024_19870526_3,152170140,352.0,593.0,521.0,1627.0,1001.0,2911.0,561.0,62.0
LT05_190024_19870915_3,152170140,566.0,723.0,565.0,2373.0,1091.0,2879.0,570.0,178.0
LT05_190024_19880512_3,152170140,468.0,767.0,674.0,1317.0,968.0,2911.0,740.0,185.0
LT05_190024_19880528_3,152170140,553.0,779.0,657.0,2330.0,1403.0,2929.0,882.0,262.0
LT05_190024_19880629_3,152170140,786.0,866.0,697.0,2425.0,1063.0,2929.0,506.0,466.0
LT05_190024_19880901_3,152170140,617.0,770.0,660.0,2511.0,1105.0,2902.0,384.0,326.0
LT05_190024_19881003_3,152170140,485.0,740.0,605.0,2572.0,1226.0,2831.0,608.0,118.0
LT05_190024_19890413_0,151160030,467.0,582.0,453.0,633.0,370.0,2850.0,237.0,270.0
LT05_190024_19890515_0,151160030,237.0,284.0,221.0,502.0,264.0,2893.0,202.0,177.0
LT05_190024_19890515_3,152170140,362.0,591.0,455.0,2156.0,1125.0,2893.0,572.0,90.0
LT05_190024_19890702_0,151160030,491.0,494.0,372.0,713.0,220.0,2911.0,82.0,381.0
LT05_190024_19890819_0,151160030,592.0,568.0,454.0,1087.0,484.0,2929.0,230.0,295.0
LT05_190024_19890819_3,152170140,629.0,810.0,705.0,2244.0,1189.0,2942.0,755.0,261.0
LT05_190024_19891006_0,151160030,385.0,500.0,387.0,401.0,92.0,2846.0,26.0,176.0
LT05_190024_19891006_3,152170140,494.0,618.0,542.0,2376.0,1197.0,2846.0,516.0,98.0
LT05_190024_19891022_3,152170140,453.0,622.0,588.0,1998.0,1358.0,2879.0,636.0,37.0
LT05_190024_19900502_3,152170140,327.0,623.0,510.0,1661.0,1149.0,2874.0,732.0,23.0
LT05_190024_19900619_3,152170140,1129.0,1220.0,893.0,2878.0,1170.0,2902.0,555.0,849.0
LT05_190024_19900705_3,152170140,323.0,597.0,394.0,3201.0,1058.0,2911.0,465.0,158.0
LT05_190024_19900721_3,152170140,385.0,564.0,469.0,2455.0,1210.0,2906.0,524.0,183.0
LT05_190024_19910724_3,152170140,368.0,612.0,435.0,2860.0,1127.0,2920.0,601.0,193.0
LT05_190024_19910926_3,152170140,476.0,640.0,523.0,2496.0,1318.0,2893.0,687.0,110.0
LT05_190024_19920421_0,151160030,493.0,565.0,473.0,600.0,289.0,2826.0,261.0,136.0
LT05_190024_19920421_3,152170140,614.0,817.0,821.0,1550.0,1239.0,2811.0,819.0,76.0
LT05_190024_19920523_0,151160030,422.0,527.0,415.0,762.0,307.0,2929.0,199.0,289.0
LT05_190024_19920523_3,152170140,507.0,782.0,624.0,2372.0,1261.0,2929.0,723.0,173.0
LT05_190024_19920608_3,152170140,805.0,1008.0,838.0,2648.0,1295.0,2911.0,566.0,195.0
LT05_190024_19920710_0,151160030,441.0,470.0,403.0,1042.0,388.0,2933.0,161.0,242.0
LT05_190024_19920710_3,152170140,448.0,622.0,593.0,2457.0,1404.0,2955.0,570.0,147.0
LT05_190024_19920726_0,151160030,750.0,813.0,717.0,1335.0,530.0,2911.0,213.0,235.0
LT05_190024_19920726_3,152170140,1081.0,1205.0,1064.0,2855.0,1317.0,2893.0,612.0,282.0
LT05_190024_19930611_3,152170140,738.0,847.0,848.0,2868.0,1556.0,2964.0,855.0,388.0
LT05_190024_19930814_3,152170140,460.0,650.0,515.0,2571.0,1336.0,2924.0,636.0,83.0
LT05_190024_19940427_3,152170140,658.0,938.0,843.0,2037.0,1365.0,2869.0,883.0,244.0
LT05_190024_19940513_0,151160030,426.0,492.0,340.0,653.0,203.0,2893.0,165.0,349.0
LT05_190024_19940513_3,152170140,534.0,786.0,648.0,2298.0,1261.0,2888.0,678.0,320.0
LT05_190024_19940614_3,152170140,352.0,553.0,383.0,2702.0,1040.0,2897.0,459.0,61.0
LT05_190024_19940716_0,151160030,872.0,881.0,675.0,1756.0,693.0,2920.0,254.0,60.0
LT05_190024_19940716_3,152170140,1276.0,1324.0,1166.0,3089.0,1311.0,2920.0,676.0,60.0
LT05_190024_19941020_0,151160030,475.0,577.0,373.0,873.0,414.0,2761.0,323.0,152.0
LT05_190024_19941020_3,152170140,551.0,822.0,642.0,2832.0,1643.0,2792.0,749.0,44.0
LT05_190024_19950430_0,151160030,619.0,642.0,534.0,911.0,481.0,2797.0,342.0,449.0
LT05_190024_19950430_3,152170140,516.0,710.0,710.0,2071.0,1242.0,2841.0,796.0,283.0
LT05_190024_19950804_3,152170140,697.0,801.0,743.0,2211.0,978.0,2938.0,606.0,190.0
LT05_190024_19950820_0,151160030,960.0,978.0,830.0,1456.0,672.0,2883.0,383.0,577.0
LT05_190024_19950820_3,152170140,1247.0,1377.0,1285.0,2941.0,1717.0,2924.0,986.0,343.0
LT05_190024_19960518_3,152170140,414.0,647.0,508.0,2000.0,1179.0,2911.0,639.0,193.0
LT05_190024_19970606_3,152170140,404.0,636.0,542.0,2632.0,1238.0,2920.0,600.0,168.0
LT05_190024_19970809_3,152170140,423.0,549.0,471.0,2892.0,1227.0,2911.0,545.0,53.0
LT05_190024_19970825_3,152170140,409.0,578.0,527.0,2804.0,1402.0,2951.0,754.0,131.0
LT05_190024_19980406_3,152170140,408.0,633.0,601.0,1646.0,1477.0,2860.0,1044.0,42.0
LT05_190024_19980812_3,152170140,469.0,664.0,528.0,2634.0,1528.0,2911.0,780.0,90.0
LT05_190024_19990527_3,152170140,339.0,544.0,409.0,2650.0,1222.0,2906.0,594.0,66.0
LT05_190024_19990730_0,151160030,270.0,322.0,257.0,776.0,440.0,2951.0,211.0,104.0
LT05_190024_19990730_3,152170140,485.0,669.0,532.0,3150.0,1389.0,2955.0,595.0,199.0
LT05_190024_19991018_3,152170140,372.0,533.0,417.0,2303.0,1213.0,2807.0,435.0,37.0
LT05_190024_20000427_3,152170140,451.0,745.0,544.0,3097.0,1734.0,2947.0,822.0,262.0
LT05_190024_20000513_3,152170140,288.0,542.0,435.0,2235.0,1138.0,2902.0,530.0,34.0
LT05_190024_20000801_3,152170140,483.0,640.0,475.0,2817.0,1375.0,2906.0,523.0,180.0
